,image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes
1579,./clothes_dataset\black_pants\97add132b49cb2f042c1536d7ac00507b4489db6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1580,./clothes_dataset\brown_pants\4293c43b42a28a79cdbe76243cda06e9b3ab2332.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1581,./clothes_dataset\blue_shirt\a0b17bc1ff767d08a4d325214bf4deb458b32c4c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1582,./clothes_dataset\white_dress\b5762e2746ba4007e10bebf68c4280958519ba49.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1583,./clothes_dataset\blue_shirt\daff177b1f067299b1574bcabf2cb35644dba3ca.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1584,./clothes_dataset\blue_dress\acec5447be9cd71259208b78b547548818b5fd0d.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1585,./clothes_dataset\black_pants\11d53db41416fb46a8b76e1f4096416e458e913f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1586,./clothes_dataset\blue_shirt\2c37f043097742c653ce417212f3604539d729a0.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1587,./clothes_dataset\black_dress\e235dc7ef44b33e37a90f222cbe2f0daf35c0923.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1588,./clothes_dataset\blue_shorts\ecd4bac3d077f685249988d80cbc8e13bd4aa996.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1589,./clothes_dataset\blue_pants\f36aed36fe2c54f6bc3f404f4a858b4a65ae3961.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1590,./clothes_dataset\blue_shirt\c8383f0842a0d988b3c51a3a39b7e1d25a76460c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1591,./clothes_dataset\blue_dress\ca0d7a5ee05b5dd3f540449ea718746816c48a09.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1592,./clothes_dataset\white_dress\904aef040a45497553bc6436ee2895fa207a99e1.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1593,./clothes_dataset\red_dress\26c51d3d4f4b9120d37bd62298222c8229226e1b.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1594,./clothes_dataset\white_shoes\0dbca69ae66267621b80bf5b5cb88d55e1926d73.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1595,./clothes_dataset\green_shoes\d3246a3c1ad4bf2ad46c10fff22963899ce88cfa.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1596,./clothes_dataset\green_shoes\bae312fe22b246b94d1da75121f20e498ec90634.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1597,./clothes_dataset\white_dress\4370784c194a8d2f70430e658619783fe663ae05.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1598,./clothes_dataset\red_dress\30cdfb713c8857d35ec62125292158acb39b69c4.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1599,./clothes_dataset\red_dress\367d011f3b2a6bf5457ee4076a8621d13208da13.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1600,./clothes_dataset\black_shirt\93a5b8d0908948c1006286739f1f518e4970a50c.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1601,./clothes_dataset\brown_shoes\db785bfa799728b37183cfdf2d2e43a74dd93d8c.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1602,./clothes_dataset\white_pants\c17733fd30a202a336dc91ccedee3f8bedb94230.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1603,./clothes_dataset\white_shoes\fe9664a7b5236a3d74b1bb0ea80f1db7e8ed7d60.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1604,./clothes_dataset\white_shoes\5545e1b56d9316fc8db5194c8b2600c43b5b36c5.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1605,./clothes_dataset\red_dress\af27563e9957dea79babeedd3aab22abec110b7f.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1606,./clothes_dataset\brown_shoes\1b888ba755d8c5dbcc35cea323f7954db8af9048.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1607,./clothes_dataset\blue_shirt\871ada945bbb6b5432434846b1ffe475e073e74f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1608,./clothes_dataset\red_shoes\950cbeed0f4068dbf1967057ec29d41ccc731c90.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1609,./clothes_dataset\white_shoes\e08285db01af05d7dd7dd647a981d3f9f775cd2a.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1610,./clothes_dataset\blue_shorts\935fc2cce315a4f73287a5aef6a7d92c9e402e49.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1611,./clothes_dataset\brown_pants\c3bb357ea084eb623119894b7ad0db237c826d92.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1612,./clothes_dataset\blue_dress\a5598684f80af7327de84441da1a0e6c3d94d00b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1613,./clothes_dataset\black_dress\c591171b500f8985fdf9ba4d45aaf34f487850cd.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1614,./clothes_dataset\red_shoes\e10b512f9d75df28fdd63375dda4ce919d60550f.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1615,./clothes_dataset\blue_shirt\6195bbc7ed8fc92fcbeeca8ac517e06dab53ceff.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1616,./clothes_dataset\brown_shoes\c8e302d8213efabf4c8752b28b9bacb4560bdc3c.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1617,./clothes_dataset\blue_shirt\612c52459064ba29f504d949368fe1a039e01632.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1618,./clothes_dataset\red_pants\a0e513e366c81ee90e05ab785c0480645a5a770f.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1619,./clothes_dataset\black_dress\a1197dc569b56c663bd32376cf3177c885a25f95.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1620,./clothes_dataset\red_dress\f4b98cd02bcf4aff751da1649d1b4ae78531729b.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1621,./clothes_dataset\red_dress\c23764f2d23832f7d2e65169694dcd182e14bfcd.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1622,./clothes_dataset\blue_shoes\4ee48c83c279aec5d4216f3a6d39edfbbffd507b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1623,./clothes_dataset\blue_shirt\8f139b7cbbbdc2058879078a8eb8dbd0d60a7408.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1624,./clothes_dataset\white_pants\91998ccc93ea2f6ebdbb2cb880578a17a35f40bd.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1625,./clothes_dataset\black_shorts\1ae978f3bc2298657a21109a62f4df1f9f54d3f5.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1626,./clothes_dataset\white_dress\773922ce83459ddbd3f0fb07be33efa6a8b0fb58.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1627,./clothes_dataset\black_pants\42f37772db13d429f62543c069e96ee68f0addff.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1628,./clothes_dataset\white_dress\87591ab9e3aa8b51bfe30e30cb69d9cee975c3ce.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1629,./clothes_dataset\red_shoes\c060ea216f258a3104ce894b27a144b9c4ecf05e.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1630,./clothes_dataset\blue_shoes\8bcb60e00a77625341fc9e5e5bb6e8d1d31e63fb.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1631,./clothes_dataset\black_shoes\b036dd058aaa3567db62f9f1cf0a771f7f1e4272.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1632,./clothes_dataset\black_shoes\27200aef4dd6b1c79715f90a9dbf889e8e160a23.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1633,./clothes_dataset\red_dress\3c157127072ce7a06a8237e251cdb5530e21a060.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1634,./clothes_dataset\white_shoes\f5ba1db94c464be520a8291ea735a301c149c772.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1635,./clothes_dataset\black_pants\8d7b96d629befa649a0cfaa988fe9eaca122de50.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1636,./clothes_dataset\black_shorts\df2b246e3ca9da0b8b25dd02f64c3a2bc42493ff.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1637,./clothes_dataset\white_dress\c24e8ccc6499cee784c33e200ad5db8423cddfbc.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1638,./clothes_dataset\white_dress\2746d1df8c1cff5207fca680230618b281de4e09.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1639,./clothes_dataset\blue_shirt\9030e640907acbe66ace83eee5b5dad77b8430b5.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1640,./clothes_dataset\black_shoes\3e33e2ca1b991488cdf3864d8b89e476489ca45e.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1641,./clothes_dataset\black_shorts\66769e3dcb1cefcc42ad3a32409db2eac199c307.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1642,./clothes_dataset\black_pants\2c164ae752497967f92d6ec9dc89916294dba428.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1643,./clothes_dataset\blue_shirt\0201e82fa3d04d11d26f6ccde529a393ebb98bcc.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1644,./clothes_dataset\red_pants\0384125688806df1072d70192bce86efde468a61.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1645,./clothes_dataset\blue_shirt\61f1f78d77325433d9572ca0e645551f1f3dc558.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1646,./clothes_dataset\blue_shoes\649bbba0173a39e270bfa1debb8e467a26e453e3.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1647,./clothes_dataset\black_pants\10eb0ad231bf8b0b5dd4ea46a5a23f6237689de6.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1648,./clothes_dataset\blue_pants\045beafd9bae936e372f6ba913ff0244313efd2b.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1649,./clothes_dataset\black_shoes\43764dd3a44a04275d43802691d5f1f5b8e3f417.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1650,./clothes_dataset\brown_shoes\ec8e2bdd774968e588a827d7b0ce588bfc0e853d.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1651,./clothes_dataset\blue_dress\52efeb3d259350be680fdb10a497bf5e44cd380f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1652,./clothes_dataset\white_shoes\3b8c0e95885df39355c2ab69a28ac1a69b851808.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1653,./clothes_dataset\blue_shoes\9bff3123289e6d90238b88cec28723a026b73c9c.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1654,./clothes_dataset\blue_dress\d09d7340cc79919e4f45f3d85c9451448b7eb0ef.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1655,./clothes_dataset\white_dress\18e35fd47286682999b9ad364bdd00602d865676.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1656,./clothes_dataset\red_dress\82c87b740179fef667558cfa09193ef6e48b1146.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1657,./clothes_dataset\red_shoes\bc8fce85f808b9750657c5792ed4898ef7bf0fdb.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1658,./clothes_dataset\white_dress\cc4fbe29202df2c5492913fcc664b3fd730933e6.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1659,./clothes_dataset\red_pants\ac8a68affc880d4dd81ebb1673171a856e1883dd.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1660,./clothes_dataset\red_dress\903ff85506fe572b51dc84d4266a574ddb5530ca.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1661,./clothes_dataset\red_dress\4be981e6a6e0b5b190538bff3ca9aa2033eeb2c0.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1662,./clothes_dataset\black_shoes\cd67cd1d762212d25d1efe47cf1b5f1bfcb53b7f.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1663,./clothes_dataset\white_dress\7dc532795bf9b2bee1cf8b5684d84783e854b4f1.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1664,./clothes_dataset\white_pants\c966c2def0ff641b70fe40374553a8f41196f773.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1665,./clothes_dataset\brown_shoes\0327b0e75d7b071c6a28b1e42e01df1e679ca986.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1666,./clothes_dataset\white_shorts\61dbe9a4ffcd95b1ea587541b1e473342cb68314.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1667,./clothes_dataset\black_shoes\a1b722f76c7875fb0191dc535d8c89b32fdf3634.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1668,./clothes_dataset\blue_shoes\bbac7adaa20a41e492d9c6dee7082d3e50c6b1a2.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1669,./clothes_dataset\black_shirt\f10415a3eb2654f9a37f151a0757c268dfa5617b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1670,./clothes_dataset\red_pants\fe0ab8cf586a9cf2380e7b13b7baf606f571f2ef.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1671,./clothes_dataset\black_shirt\f7fc7f2fcd042590e5a4078431a43759e0059430.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1672,./clothes_dataset\brown_shoes\f1878ff63507a567a0ff10b1484d9c27c4620705.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1673,./clothes_dataset\blue_dress\d089b399fd498635d9ec9b640ee7699b61018952.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1674,./clothes_dataset\black_pants\0cffd161f5bc66e926f2c9ff2af2cc46e1908183.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1675,./clothes_dataset\white_pants\fe922941fad4f078324c10b1df353e4fddc2e9dd.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1676,./clothes_dataset\brown_shoes\93ac16facb20c7490eec616fab4460e76041c2a3.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1677,./clothes_dataset\black_shoes\9c9aef2ed2de9df5740096304dd0055ce8d14b8c.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1678,./clothes_dataset\black_shirt\981f75f9fb70c5cf3d736508a5a089dd0a7682bb.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1679,./clothes_dataset\green_shoes\fe87428a8c70b580a0ea3f2135411e38be7f4c66.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1680,./clothes_dataset\red_pants\18077e7ec4b68081292fb4d36686805848e6e51d.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1681,./clothes_dataset\red_shoes\a021a1a196d81df2e34e532047ccf9b5d308d36c.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1682,./clothes_dataset\green_shoes\1c51506b4d53246491a2ade06da2fa12043716ef.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1683,./clothes_dataset\blue_dress\a49e2717e4379a6352ed85681ac5a728a2ec57a5.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1684,./clothes_dataset\red_dress\a82cfec5e77fe54425c4b957c8125851acae27ec.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1685,./clothes_dataset\blue_shirt\a13ff2315e961c4e435c014b689dafef77204ce7.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1686,./clothes_dataset\black_pants\e943f7983d33ff33d63e43871d22924313df1c5c.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1687,./clothes_dataset\black_shoes\2f43c5079233bd0bbcbdbcda6bace9f1e154b979.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1688,./clothes_dataset\white_dress\bccc6ad34b6c32f7e27d27d0c14708fb4bb99bbf.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1689,./clothes_dataset\blue_shirt\624823be0e1db0c6039caade86596b6a518f05d6.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1690,./clothes_dataset\brown_shorts\d1d2daff64c64e1826df355272bead5f4b8c9085.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1691,./clothes_dataset\blue_shorts\70607eae6548f58f1cecefebfbec576204bd7204.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1692,./clothes_dataset\white_dress\0cabe757378b6d45c46ca098146fe717130e64c8.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1693,./clothes_dataset\blue_shorts\f30de67bcff5de84f3ae4048a01bfec7c86d54a5.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1694,./clothes_dataset\green_shoes\fd4c4a7cfab6f04ad5ecdc13abb27459d7c34a68.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1695,./clothes_dataset\brown_pants\8a0bc0f89627bdd676502f522a243eed162fceb4.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1696,./clothes_dataset\blue_shorts\d6fb209b5fd3c6aa04167e7821bbcf9025392b3f.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1697,./clothes_dataset\blue_dress\cd910481065625701ca5c37e8d52ac722f8fe11a.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1698,./clothes_dataset\blue_shirt\aee7f51648a6a9476b0fb556eb46048aa2c70065.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1699,./clothes_dataset\white_shoes\35c2522f51f29a4a396c623391da5ee30b8c4a28.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1700,./clothes_dataset\red_dress\0ed7a39d5b075ea730ba256737dd566ae5bf3c5e.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1701,./clothes_dataset\red_dress\132c6a0548981feafe10d79c22dfef9f8ef0cdcf.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1702,./clothes_dataset\black_shorts\85c5c49c5a851d8133e1ce9852335fd284359556.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1703,./clothes_dataset\black_dress\ec8254b2ae9a199d0bf25a668f65989b39552d79.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1704,./clothes_dataset\green_shoes\e053fec8363ed5ca9add4eb4ddd036ca7ed1640b.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1705,./clothes_dataset\blue_shoes\94068ae36f9251f08e56dda7064a95632cfd2d58.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1706,./clothes_dataset\white_dress\e7a30e85fa26a6cabd29a7b8f57d7e835a377ca4.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1707,./clothes_dataset\red_pants\61d17fe88303447373c8892e3982ccb48ca1a146.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1708,./clothes_dataset\blue_shoes\9a619fa04b038f150b0ca0ebd8ad53fb493647e4.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1709,./clothes_dataset\blue_shoes\553d8fbe46dc8b71144aa1e8963757f86770c439.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1710,./clothes_dataset\green_shoes\efd4f11628f43075bde2fb6e307d738d5a867274.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1711,./clothes_dataset\green_shoes\d62ea9239c6a7f5c07bebf486f758a2a0ed89140.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1712,./clothes_dataset\black_shorts\7a26c233feccfb784dac4515bbbeaefb327f3db8.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1713,./clothes_dataset\white_pants\de9110c61e9bf02e06dce5f2cb675a48b6eff075.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1714,./clothes_dataset\blue_pants\0be41178ba8cb0f99b2b9587e2dd4feb65b74178.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1715,./clothes_dataset\brown_pants\0306772b0af86221350561c853c75e3db56cdd02.jpg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1716,./clothes_dataset\black_pants\7f2c319183cd3afdee8970d8f18ae761205be421.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1717,./clothes_dataset\blue_shirt\7363f69391a896aac5f2a646c21de4036b992478.jpg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1718,./clothes_dataset\blue_dress\ce178871c4a24583676d7fe4969948d83d403ffe.jpg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1719,./clothes_dataset\red_pants\e4e9933386f3a507934616799fd6205fc7bcb5e9.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1720,./clothes_dataset\green_shirt\936d115b0f91f3267507f16b6d63a74179f6036a.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1721,./clothes_dataset\black_dress\6016dc3b26d645de68bddc0e87711dfbf7a1d191.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1722,./clothes_dataset\black_shirt\21c013bde73ac97c3c769342a6793e221a0c0819.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1723,./clothes_dataset\black_shirt\ad41f4ab3c50dc62c026c06365c07be28c02fee9.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1724,./clothes_dataset\green_shorts\5fe9a90f3d36fd9d94057721f3352b71033f6cfc.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1725,./clothes_dataset\green_shirt\6f5dcd21411ea6e5f50b880324422b58a02ca2f6.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1726,./clothes_dataset\green_shoes\7d1053b7d359293cd501f52be82dc112af5ec6d2.jpg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1727,./clothes_dataset\black_shoes\198b0e3c9873542c2543e3332580b5bd7d4949f9.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1728,./clothes_dataset\black_shirt\9f399536867a671a494af44a16c01cd935e494df.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
